year,value,total_return,max_drawdown,total_trades,win_rate,profit_factor,sharpe_ratio,avg_winning_trade,avg_losing_trade,best_trade,worst_trade
2017,0,155.31691026950486,22.09540977285768,20,45.0,4.73231106509001,4.3060968417710175,14.526819536097108,-2.1504169779634754,32.55117148120763,-4.663191799638054
2017,1,164.74886903326188,21.05559061000688,20,45.0,6.104571594683643,4.436734477285831,14.270950930411852,-1.6610195215388324,32.5511955780536,-4.663165193682335
2017,2,153.2264076152568,24.035783433957825,21,47.61904761904761,4.414576599642292,4.251393786035951,12.917849609507421,-2.13483016476057,29.937293779635894,-4.663197964917105
2017,3,164.50994705614923,25.446847229176196,20,45.0,5.497015489567887,4.455696259354337,14.518434753192214,-1.8409244071875437,32.551204414773295,-6.184990074501417
2017,4,153.31656742972737,20.56507125018724,17,47.05882352941176,5.082963248069783,4.291840288262203,15.829630079384085,-2.3550492454437664,29.937247527722157,-4.6631976969194575
2017,5,164.51065321662256,20.531763687720158,19,47.368421052631575,5.6409609423790394,4.474170603610255,14.497880551537346,-2.018307817486189,32.55118777269221,-4.663165842292918
2017,6,144.12236226328267,21.31443374772168,19,42.10526315789473,5.090274431955358,4.164131386459423,15.393640516194889,-1.9715618747168997,29.937217790387205,-4.663226045645357
2017,7,157.15405824463437,20.531799963509677,18,50.0,5.737010944288973,4.360771041857012,13.971798248809094,-2.148715148883475,32.55115794331744,-4.663186464301841
2017,8,154.75186237376232,20.531812262622793,18,50.0,5.546281731618964,4.319968010256371,13.971789821475564,-2.251397775832908,32.55114782982689,-4.663193456090276
2017,9,154.98910827329377,20.531811037623754,18,50.0,5.561863881586808,4.323985048831834,13.971790993822818,-2.2412727560120014,32.55114883713661,-4.6631927597038345
2017,10,148.82834404277585,20.53184360545563,19,47.368421052631575,5.131698037503368,4.219505547643042,13.971765440457432,-2.257348931879798,32.55112205679426,-4.663211273849065
2017,11,155.67028771838636,20.531807533045885,18,50.0,5.615023403345819,4.336456783332197,13.971793674678457,-2.212170596375683,32.55115171893099,-4.663190767424407
2017,12,138.62379597428824,24.035896782580018,20,45.0,4.056181340002643,4.0094594910230175,13.97176291506872,-2.42409454475942,32.55112562130475,-4.663244043409571
2017,13,141.8943731857462,24.03587020639643,20,45.0,4.171625325911028,4.068247212335709,14.003269413549186,-2.32446997485879,32.55114055952303,-4.663233239640806
2017,14,135.48802839931392,24.035922956487468,20,45.0,3.9025602046141263,3.9564877478772886,13.971753542929907,-2.541186909392754,32.55111090920204,-4.663254683654428
2017,15,152.5391876611549,24.035788474385093,21,42.857142857142854,4.158692751265422,4.240763197616844,14.75417799568082,-2.224516067346255,32.55118650030388,-4.6632000139482574
2017,16,148.87454106579185,22.095459356387916,21,42.857142857142854,4.3608033832635495,4.1765808180700486,14.594584905774607,-2.2298810715252912,32.55114406832391,-4.6632111316082625
2017,17,145.3889784169115,24.03584259264039,21,42.857142857142854,3.939095688764181,4.125578552128895,14.624730112269269,-2.3656393576984045,32.55115608095085,-4.663222014087805
2017,18,140.55583172432634,24.035880995814722,21,38.095238095238095,3.6933169348234953,4.04607602043323,16.496832213738266,-2.358966329233415,32.55113449489433,-4.663237625761482
2017,19,153.15650798687338,22.09542611910663,20,40.0,4.548557281068959,4.2679248654595705,16.31736456499868,-2.0255501815561106,32.55116244397652,-4.663198172823287
2017,20,155.31691026950486,22.09540977285768,20,45.0,4.73231106509001,4.3060968417710175,14.526819536097108,-2.1504169779634754,32.55117148120763,-4.663191799638054
2017,21,154.26115190423135,22.095417726337196,20,45.0,4.676839504972425,4.290087294146429,14.52681359256807,-2.1875285428080646,32.55116708402556,-4.663194900593574
2017,22,154.2594446437338,22.09541773925222,20,40.0,4.6900228509826105,4.290121223071005,16.35986805378872,-2.0170421938862377,32.55116707688534,-4.663194905628978
2017,23,162.71177242029648,22.09535585610857,20,45.0,5.106207981437987,4.425446427364598,14.6406519064602,-1.9875064170451435,32.55120128976637,-4.6631707782388645
2017,24,161.2665823667984,22.09536615320197,20,45.0,4.854761401636529,4.410224936978847,14.81381235477673,-2.15921193919583,32.55119559688768,-4.66317479293107
2017,25,157.466180914781,23.238302350438854,20,45.0,4.853928914668315,4.3471382078941305,14.507842183780761,-2.0744269040661116,32.55119572822307,-4.663185565420488
2017,26,156.6535807823753,22.862561609968466,20,45.0,4.817967850207302,4.33430884232889,14.522318949418922,-2.110044886451751,32.551187370853945,-4.663187910189134
2017,27,155.49199484532267,21.44542976952991,19,42.10526315789473,4.804540471408096,4.353330881967965,16.32367126691867,-2.121834003354286,32.55116337725363,-4.663191287860067
2017,28,142.12755624433973,22.923119116213467,19,36.84210526315789,4.342357601864953,4.128627234661708,18.196649019622964,-2.142233157241137,32.55112565864084,-4.6632324805085625
2017,29,144.25250976836512,22.923101915746233,18,38.88888888888889,4.446873036328979,4.176586292125643,18.196666960651388,-2.2529203642630415,32.55113527024724,-4.795113714147109
2017,30,128.33445774189386,25.825782724995832,18,44.44444444444444,4.080543646268129,3.913506624089189,15.257142951853146,-2.6732145677187393,32.55110303972219,-5.620044587979584
2017,31,136.53132537382098,25.82571543982517,16,43.75,4.362249897541591,4.080169708095763,17.624829989503468,-2.691712406326058,32.55114210995718,-5.988587801929851
2017,32,135.73204077414422,26.53434489345138,16,50.0,4.394193650781707,4.0628909401453805,15.319135510318358,-2.99253084902543,32.55114885295297,-5.988587801929851
2017,33,152.5653660374482,25.69442836462385,15,53.333333333333336,5.237654228502968,4.412215910253743,15.397455301485804,-2.564446852464555,32.55120940145647,-4.663199935689918
